"v33";"v76";"v12";"v68";"v50";"v7";"v70";"v55";"v20";"v24";"v32";"v97";"v28";"v99";"v95";"v42";"v53";"v85";"v9";"v84";"v44";"classlabel"
"v";"g";39,92;"t";0,04;"b";"t";200;0,000621;1;"u";3,35;"f";"q";"t";2000000;300;"g";0;"t";"f";"yes."
"v";"g";21,33;"t";3;"b";"f";0;0,00105;0;"u";2,96;"t";"c";NA;0;0;"g";0;"t";"f";"yes."
"v";"g";35,75;"t";0,75;"a";"t";0;0,0000915;4;"u";4,17;"f";"aa";"t";0;1583;"g";1;"f";"t";"yes."
"z";"g";67,75;"t";13;"b";"t";0;0,00055;1;"u";3,83;"t";"e";"t";0;0;"g";0;"t";"f";"yes."
"h";"g";32,67;"t";5,25;"b";"f";154;0,0009;0;"y";4,34;"t";"W";"f";1540000;0;"p";0;"t";"f";"yes."
"bb";"g";49,5;"t";7,585;"b";"t";0;0,0007585;15;"u";2,3;"t";"i";"t";0;5000;"g";0;"t";"f";"yes."
"v";"g";21;"t";1,085;"b";"t";160;0,0003;8;"y";2,76;"t";"d";"t";1600000;1;"p";1;"f";"t";"yes."
"h";"g";52,5;"f";3;"a";"f";0;0,0007;0;"u";2,31;"f";"aa";"f";0;0;"g";1;"f";"f";"no."
"v";"g";33,25;"f";2;"a";"f";180;0,0003;0;"y";0,3;"f";"aa";NA;1800000;0;"p";1;"f";"f";"no."
"dd";"g";18,33;"f";0;"b";"f";100;0,000121;0;"y";3,65;"f";"e";"f";1000000;0;"p";1;"f";"f";"no."
"v";"g";29,5;"f";0,29;"b";"t";340;0,000058;1;"u";4,56;"f";"W";"t";3400000;2803;"g";1;"f";"f";"no."
"v";"g";22,17;"f";0,125;"b";"f";160;0,000225;0;"u";3,99;"f";"i";NA;1600000;10;"g";1;"f";"f";"no."
"v";"s";22,92;"f";0,085;"b";"f";0;0,000017;0;"u";1,99;"f";"m";"f";0;0;"g";1;"f";"f";"no."
"v";"g";19,42;"f";0,04;"b";"t";100;0,000725;1;"u";2,47;"f";"m";NA;1000000;1;"g";1;"f";"f";"no."
"h";"g";26,17;"f";1,25;"b";"f";0;0,00125;0;"y";1,53;"t";"k";NA;0;17;"p";0;"f";"f";"no."
"h";"g";27,58;"f";5,085;"b";"t";369;0,000325;2;"y";4,55;"t";"q";"t";3690000;1;"p";0;"f";"f";"no."
"v";"g";16;"f";0,085;"b";"t";0;0,0003125;1;"u";2,99;"f";"W";NA;0;6;"g";1;"f";"f";"no."
"v";"g";28,58;"f";0,25;"a";"t";40;0,000375;1;"u";2,35;"t";"c";NA;400000;154;"g";0;"f";"f";"no."
"ff";"g";38,75;"f";0;"a";"f";76;0,00015;0;"u";4,2;"f";"ff";NA;760000;0;"g";1;"f";"f";"no."
"v";"g";32,08;"f";1,5;"b";"f";120;0,0004;0;"y";3,07;"t";"cc";"f";1200000;0;"p";1;"f";"f";"no."
"v";"s";18,25;"f";0,25;"b";"f";280;0,0000165;0;"u";1,8;"t";"d";NA;2800000;0;"g";1;"f";"f";"no."
"j";"g";21,75;"t";0;"a";"f";160;0,000175;0;"y";3,3;"f";"j";NA;1600000;0;"p";0;"f";"f";"no."
"v";"g";18,58;"f";0,54;"b";"f";120;0,000571;0;"u";3,35;"f";"d";"f";1200000;0;"g";0;"f";"f";"no."
"v";"s";23;"f";0,5;"b";"f";320;0,000075;0;"u";3,48;"t";"m";"f";3200000;0;"g";0;"f";"f";"no."
"v";"g";22,67;"f";2;"a";"t";200;0,000075;2;"u";3,73;"t";"c";NA;2000000;394;"g";0;"f";"f";"no."
"v";"g";33,17;"f";3,5;NA;"f";200;0,000225;0;"y";2,69;"t";"cc";"f";2000000;141;"p";1;"f";"f";"no."
"v";"g";23;"f";0,125;"b";"f";180;0,0000625;0;"y";3,96;"f";"aa";NA;1800000;1;"p";0;"t";"f";"no."
"v";"g";22,25;"f";0,125;"b";"f";280;0,000046;0;"u";2,12;"t";"k";NA;2800000;55;"g";1;"f";"f";"no."
"v";"g";28,17;"f";0,04;NA;"f";260;0,0000585;0;"u";4,67;"f";"aa";"f";2600000;1004;"g";1;"f";"f";"no."
"ff";"s";53,33;"f";0;"a";"f";62;0,0000165;0;"u";2,72;"t";"ff";"f";620000;27;"g";1;"f";"f";"no."
"v";"g";24,5;"f";0;"a";"f";120;0,0002415;0;"y";3,76;"f";"c";"f";1200000;0;"p";0;"f";"f";"no."
"v";"g";25,92;"f";0,375;"b";"t";174;0,0000875;2;"u";3,93;"t";"k";"t";1740000;3;"g";0;"f";"f";"no."
"v";"g";16,33;"f";0,665;"b";"t";80;0,000275;1;"u";3,02;"f";"aa";"t";800000;21;"g";1;"f";"f";"no."
"v";"g";34;"f";1;"b";"f";240;0,00045;0;"u";1,72;"t";"aa";NA;2400000;0;"g";1;"f";"t";"no."
"ff";"g";49,17;"f";0,29;"b";"f";200;0,000229;0;"u";2,98;"f";"ff";NA;2000000;3;"g";0;"f";"f";"no."
"v";"g";23,5;"f";0,875;"a";"f";160;0,00015;0;"u";2,74;"t";"W";"f";1600000;0;"g";0;"f";"f";"no."
"v";"g";19,58;"f";1,665;"a";"f";220;0,0000665;0;"u";2,93;"f";"W";NA;2200000;5;"g";1;"f";"f";"no."
"v";"s";21,17;"f";0,5;"b";"f";0;0;0;"u";4,17;"t";"c";"f";0;0;"g";0;"f";"f";"no."
"v";"g";38,33;"f";0,125;"a";"f";160;0,0004415;0;"u";4;"f";"c";"f";1600000;0;"g";1;"f";"f";"no."
"v";"g";37,5;"f";0,04;"b";"f";120;0,0000835;0;"u";3,56;"f";"e";NA;1200000;5;"g";1;"f";"f";"no."
"ff";"g";21,08;"f";0;"a";"f";0;0,0005;0;"y";2,61;"f";"ff";NA;0;0;"p";1;"f";"f";"no."
"v";"g";28;"f";0,75;"b";"f";300;0,0003;0;"u";5,93;"t";"W";NA;3000000;67;"g";1;"f";"f";"no."
"v";"g";25,17;"f";1,25;"b";"t";0;0,0003;1;"u";1,69;"f";"c";NA;0;22;"g";0;"f";"f";"no."
"v";"g";32,92;"f";1,75;"b";"t";720;0,00025;2;"u";1,71;"t";"aa";"t";7200000;0;"g";0;"f";"f";"no."
"v";"g";22,75;"f";0,165;"a";"f";220;0,0006165;0;"u";3,66;"f";"aa";NA;2200000;1000;"g";1;"f";"f";"no."
"v";"g";28,25;"t";0,96;"b";"t";396;0,0000875;3;"u";6,05;"t";"m";"t";3960000;0;"g";1;"f";"t";"yes."
"v";"g";34,17;"t";1,54;"b";"t";520;0,000154;1;"u";2,99;"t";"cc";NA;5200000;50000;"g";1;"f";"t";"yes."
"h";"g";31,92;"t";6,04;"b";"t";311;0,000446;3;"u";2,06;"f";"cc";NA;3110000;300;"g";1;"f";"t";"yes."
"v";"g";29,5;"t";0,54;"a";"t";380;0,000046;4;"u";2,89;"f";"k";NA;3800000;500;"g";1;"f";"t";"yes."
"v";"g";23,17;"t";0,085;"b";"f";0;0;0;"u";5,87;"f";"cc";"f";0;0;"g";1;"f";"t";"yes."
"ff";"s";18,08;"t";10;"a";"f";300;0,0000375;0;"l";2,55;"t";"cc";"f";3000000;0;"gg";0;"f";"f";"yes."
"h";"g";24,75;"t";1,835;"a";"t";0;0,0003;19;"u";2,81;"f";"q";NA;0;500;"g";1;"f";"t";"yes."
"v";"g";20,83;"t";0,04;"a";"f";100;0,0003;0;"u";3,05;"f";"aa";"f";1000000;0;"g";0;"t";"f";"yes."
"h";"g";28;"t";4,165;"b";"t";181;0,0002;2;"u";4,07;"t";"k";NA;1810000;0;"g";0;"t";"f";"yes."
"v";"g";20,42;"t";2,25;"b";"t";100;0,0001835;1;"u";3,99;"f";"c";NA;1000000;150;"g";0;"t";"f";"yes."
"h";"g";28,67;"t";5,665;"b";"t";381;0,0009335;6;"u";2,86;"f";"q";"t";3810000;168;"g";1;"f";"t";"yes."
"v";"g";21,92;"t";0,04;"b";"t";840;0,000054;1;"y";1,39;"t";"x";"t";8400000;59;"p";1;"f";"t";"yes."
"h";"g";43,25;"t";6;"b";"t";80;0,0003;11;"u";5,2;"f";"q";NA;800000;0;"g";0;"t";"f";"yes."
"v";"g";20,42;"t";1,625;"b";"t";200;0,0007;3;"u";2,07;"f";"c";NA;2000000;1391;"g";0;"t";"f";"yes."
"h";"g";42;"t";5,125;"b";"f";400;0,0000205;0;"u";2,83;"f";"i";NA;4000000;0;"g";1;"f";"t";"yes."
"v";"g";23,42;"t";1,5;"a";"t";80;0,000079;2;"y";3,54;"t";"q";NA;800000;400;"p";0;"t";"f";"yes."
"h";"g";25,17;"t";0,875;"a";"f";360;0,0002875;0;"u";3,74;"f";"x";NA;3600000;0;"g";0;"t";"f";"yes."
"v";"g";24,83;"t";2,25;"b";"t";NA;0,000275;6;"u";2,1;"f";"c";NA;NA;600;"g";1;"f";"t";"yes."
"bb";"g";24,5;"t";4,75;NA;"t";73;0,001275;2;"u";3,63;"f";"c";NA;730000;444;"g";0;"t";"f";"yes."
"v";"g";37,5;"t";1,5;"b";"f";431;0,0001125;0;"y";4,21;"t";"d";NA;4310000;0;"p";1;"f";"f";"yes."
"v";"g";36,75;"t";1,5;"b";"f";232;0,0000125;0;"y";3,79;"t";"c";"f";2320000;113;"p";0;"f";"f";"yes."
"bb";"g";28,25;"t";1,5;"b";"t";144;0,000504;8;"y";4,19;"t";"c";"t";1440000;7;"p";1;"f";"t";"yes."
"h";"g";32,75;"t";5,5;"b";"t";0;0,00015;3;"u";2,43;"t";"cc";"t";0;0;"g";1;"f";"t";"yes."
"h";"g";17,83;"t";1;"a";"t";0;0,0011;11;"u";3,19;"f";"x";NA;0;3000;"g";0;"t";"f";"yes."
"h";"g";22,83;"t";2,29;"a";"t";140;0,000229;7;"u";4,42;"t";"q";"t";1400000;2384;"g";1;"f";"t";"yes."
"v";"g";13,75;"t";1,75;"b";"t";120;0,0004;2;"y";3,84;"t";"W";NA;1200000;1000;"p";0;"t";"f";"yes."
"h";"g";41;"t";0,125;"a";"t";455;0,000204;23;"y";3,72;"t";"q";NA;4550000;1236;"p";0;"t";"f";"yes."
"h";"g";23,08;"t";2,125;"b";"t";290;0,00115;11;"u";4,39;"t";"W";NA;2900000;284;"g";1;"f";"t";"yes."
"v";"s";20,17;"t";1,71;"b";"f";120;0,0005625;0;"u";2,87;"f";"W";NA;1200000;0;"g";0;"t";"f";"yes."
"v";"g";50,08;"t";2,29;"a";"t";156;0,001254;3;"u";3,95;"t";"aa";NA;1560000;0;"g";0;"t";"f";"yes."
"h";"g";27;"t";4,25;"b";"t";312;0,000075;3;"u";2,5;"t";"c";"t";3120000;150;"g";1;"f";"t";"yes."
"v";"g";29,75;"f";0,25;NA;"f";300;0,0000665;0;"u";3,06;"t";"W";"f";3000000;0;"g";0;"f";"f";"no."
"v";"g";25,25;"f";0,5;"b";"f";200;0,0001;0;"u";3,47;"f";"aa";NA;2000000;0;"g";0;"f";"f";"no."
"h";"s";39,17;"f";10;"b";"f";200;0,00025;0;"y";3,89;"t";"i";NA;2000000;0;"p";1;"f";"f";"no."
"v";"g";20,08;"f";0,125;"b";"f";200;0,000025;0;"u";0,66;"f";"q";"f";2000000;0;"g";1;"f";"f";"no."
"v";"s";44,25;"f";10,75;"b";"f";400;0,00005;0;"u";4,46;"f";"m";"f";4000000;0;"g";1;"f";"t";"no."
"v";"s";27,67;"f";2;"a";"f";368;0,00015;0;"u";3,74;"f";"m";NA;3680000;0;"g";1;"f";"t";"no."
"bb";"g";26,92;"f";0,5;"b";"f";640;0,000225;0;"u";4,67;"t";"i";NA;6400000;4000;"g";1;"f";"f";"no."
"ff";"g";27,33;"f";0;"a";"f";340;0,0001665;0;"u";4,42;"f";"ff";NA;3400000;1;"g";1;"f";"f";"no."
"v";"s";16,25;"f";0,085;"b";"f";200;0,0000835;0;"u";3,97;"f";"m";NA;2000000;0;"g";0;"t";"f";"no."
"v";"p";33,67;"f";1,5;"b";"f";120;0,0002165;0;"u";3,5;"f";"c";NA;1200000;0;"g";1;"f";"f";"no."
"v";"g";22,5;"f";3;"a";"f";268;0,0011;0;"y";3,97;"t";"q";NA;2680000;0;"p";1;"f";"t";"no."
"v";"g";37,33;"f";0,165;"b";"f";0;0,0002665;0;"u";3,25;"t";"cc";NA;0;501;"g";0;"f";"f";"no."
"h";"g";29,25;"f";0,5;"b";"f";228;0,0013;0;"u";3,97;"f";"d";NA;2280000;0;"g";0;"f";"f";"no."
"h";"g";35;"f";8,29;"b";"f";0;0,0003375;0;"u";3,68;"t";"c";"f";0;0;"g";1;"f";"f";"no."
"v";"g";22,67;"f";0,165;"a";"f";160;0,0007;0;"u";4,16;"f";"c";"f";1600000;0;"g";0;"f";"f";"no."
"bb";"g";34,75;"f";0,5;"b";"f";348;0,00025;0;"u";2,64;"f";"cc";"f";3480000;0;"g";0;"f";"f";"no."
"v";"g";20,67;"f";0,375;"b";"t";160;0,000529;1;"u";2,93;"f";"q";"t";1600000;0;"g";1;"f";"t";"no."
"v";"g";22,08;"f";1,585;"b";"f";100;0,001146;0;"u";3,72;"t";"k";NA;1000000;1212;"g";0;"f";"f";"no."
"v";"g";20,75;"f";0,04;"a";"f";200;0,000954;0;"u";2,21;"f";"i";NA;2000000;1000;"g";1;"f";"f";"no."
"h";"g";40,92;"f";10;"b";"f";176;0,000225;0;"y";2,94;"t";"x";NA;1760000;0;"p";0;"t";"f";"no."
"h";"g";23,42;"f";0,085;"b";"f";180;0,0000585;0;"u";3,61;"f";"c";"f";1800000;0;"g";1;"f";"t";"no."
"v";"g";28,58;"f";2,415;"a";"f";440;0,0001665;0;"u";5,11;"t";"q";NA;4400000;0;"g";1;"f";"t";"no."
"v";"g";15,83;"f";0,125;"a";"t";0;0,0007625;1;"u";4,13;"t";"q";"t";0;160;"g";1;"f";"f";"no."
"v";"g";18,58;"f";0,415;"a";"f";80;0,001;0;"u";2;"f";"d";"f";800000;42;"g";0;"f";"f";"no."
"ff";"g";36,58;"f";0;"a";"t";200;0,000029;10;"u";1,46;"f";"ff";"t";2000000;18;"g";0;"f";"f";"no."
"v";"g";45,33;"f";0,125;NA;"f";263;0,0001;0;"u";2,3;"t";"q";"f";2630000;0;"g";0;"f";"f";"no."
"h";"g";29,83;"f";0,04;"b";"f";128;0,000204;0;"y";2,27;"f";"x";"f";1280000;1;"p";1;"f";"f";"no."
"v";"g";29,83;"f";0,165;"b";"f";216;0,00035;0;"u";2,67;"f";"c";NA;2160000;0;"g";0;"f";"f";"no."
"v";"g";36,5;"f";3,5;"b";"f";454;0,000425;0;"u";3,7;"f";"q";"f";4540000;50;"g";1;"f";"f";"no."
"ff";"g";22,25;"f";3,25;"a";"f";280;0,000125;0;"y";4,35;"f";"ff";"f";2800000;0;"p";1;"f";"f";"no."
"v";"g";22,5;"f";0,125;"b";"f";200;0,0000125;0;"y";3,45;"f";"k";NA;2000000;70;"p";1;"f";"f";"no."
"h";"g";27,67;"f";0,165;"b";"f";220;0,000075;0;"u";3,7;"t";"q";NA;2200000;251;"g";1;"f";"f";"no."
"ff";"g";40,92;"f";0;"b";"f";130;0,0000835;0;"u";1,43;"f";"ff";NA;1300000;1;"g";0;"t";"f";"no."
"h";"g";62,5;"f";5;"b";"f";112;0,001275;0;"y";3,84;"f";"c";"f";1120000;0;"p";1;"f";"t";"no."
"v";"g";29,58;"f";1,25;"a";"f";280;0,000175;0;"y";4,18;"t";"k";NA;2800000;0;"p";0;"f";"f";"no."
"ff";"g";18,58;"f";0,415;"b";"f";80;0,001029;0;"u";2,52;"f";"ff";"f";800000;0;"g";1;"f";"f";"no."
"ff";"g";39,58;"f";0;"b";"t";17;0,0005;2;"u";2,83;"f";"ff";NA;170000;1;"g";0;"f";"f";"no."
"v";"g";24,58;"f";0,875;"b";"f";260;0,00125;0;"u";3,11;"t";"W";"f";2600000;0;"g";0;"t";"f";"no."
"v";"g";38,17;"t";2,5;"b";"t";520;0,0010125;6;"u";2,86;"f";"x";"t";5200000;196;"g";1;"f";"t";"yes."
"v";"g";27;"t";0,375;"b";"f";260;0,00015;0;"y";3,62;"t";"W";NA;2600000;1065;"p";0;"t";"f";"yes."
"h";"g";41,17;"t";7;"b";"t";320;0,000404;8;"u";2,71;"f";"cc";"t";3200000;0;"g";1;"f";"t";"yes."
"ff";"g";65,17;"t";0;"a";"t";0;0,0014;11;"u";2,88;"t";"ff";NA;0;1400;"g";0;"t";"f";"yes."
NA;"p";37,58;"t";0;"b";"f";NA;0;0;NA;2,6;"f";NA;NA;NA;0;NA;0;"f";"f";"yes."
"v";"g";23,25;"t";2,375;"b";"t";0;0,00015;3;"u";4,1;"t";"q";NA;0;582;"g";0;"t";"f";"yes."
"v";"g";21,83;"t";0,29;"b";"t";121;0,0011;6;"u";2,1;"f";"x";NA;1210000;0;"g";1;"f";"t";"yes."
"v";"g";26;"t";1,75;"b";"f";280;0,0001;0;"u";4,21;"t";"q";NA;2800000;0;"g";1;"f";"t";"yes."
"v";"g";31,67;"t";1,335;"b";"t";303;0,000083;8;"u";3,57;"t";"x";"t";3030000;3290;"g";1;"f";"t";"yes."
"h";"g";49,83;"t";8,5;"a";"f";0;0,0013585;0;"u";3,25;"t";"k";NA;0;0;"g";0;"t";"f";"yes."
"bb";"g";47,42;"t";6,5;"a";"t";375;0,0008;6;"u";3,52;"f";"e";"t";3750000;51100;"g";1;"f";"t";"yes."
"bb";"g";51,33;"t";0;"b";"t";0;0,001;11;"u";5,8;"f";"i";NA;0;1249;"g";1;"f";"t";"yes."
"v";"g";18,92;"t";0,75;"a";"t";88;0,0009;2;"u";3,79;"f";"aa";NA;880000;591;"g";0;"t";"f";"yes."
"v";"s";28,42;"t";0,835;"a";"f";280;0,00035;0;"u";4,65;"f";"W";"f";2800000;0;"g";1;"f";"t";"yes."
"v";"g";56,75;"t";1,25;"b";"t";200;0,001225;4;"u";3,99;"t";"m";NA;2000000;0;"g";0;"t";"f";"yes."
"bb";"g";58,42;"t";10;"a";"t";0;0,0021;13;"u";3,18;"f";"i";NA;0;6700;"g";1;"f";"t";"yes."
"v";"s";48,33;"t";16;"b";"f";110;0,0012;0;"u";1,91;"f";"m";"f";1100000;0;"g";0;"t";"f";"yes."
"v";"g";33,17;"t";0,75;"b";"t";340;0,0001;7;"u";4,52;"t";"x";NA;3400000;4071;"g";0;"t";"f";"yes."
"v";"g";22,42;"t";2,585;"a";"t";129;0,0005665;7;"u";3,62;"f";"q";"t";1290000;3257;"g";1;"f";"t";"yes."
"v";"g";18,83;"t";0,085;"a";"f";100;0,000954;0;"u";3,78;"f";"aa";NA;1000000;0;"g";1;"f";"t";"yes."
"v";"g";48,58;"t";0,25;"b";"t";380;0,0000205;11;"y";3,76;"f";"k";NA;3800000;2732;"p";1;"f";"t";"yes."
"h";"g";26,75;"t";1,25;"b";"f";0;0,0001125;0;"u";3,1;"f";"x";"f";0;5298;"g";0;"t";"f";"yes."
"h";"g";64,08;"t";17,5;"b";"t";0;0,002;9;"u";3,01;"t";"x";"t";0;1000;"g";0;"t";"f";"yes."
"v";"g";20,17;"t";1,665;"b";"t";40;0,000925;3;"u";2,63;"t";"c";NA;400000;28;"g";1;"f";"t";"yes."
"v";"g";25,67;"t";1,21;"b";"t";140;0,00125;67;"u";0,92;"t";"cc";NA;1400000;258;"g";1;"f";"t";"yes."
"h";"g";22,67;"t";1,335;"b";"f";100;0,00105;0;"u";1,74;"f";"q";NA;1000000;0;"g";1;"f";"t";"yes."
"v";"g";31,33;"t";7;"b";"t";0;0,00195;16;"u";5,08;"f";"c";"t";0;5000;"g";1;"f";"t";"yes."
"v";"g";56,42;"t";28,5;"b";"t";0;0,0028;40;"y";0,96;"f";"c";"t";0;15;"p";1;"f";"t";"yes."
"v";"g";24,75;"t";1,5;"a";"t";120;0,00125;12;"u";3,71;"t";"aa";NA;1200000;567;"g";0;"t";"f";"yes."
"h";"g";24,08;"t";1,25;"a";"t";0;0,00005;1;"u";3,89;"f";"q";NA;0;678;"g";1;"f";"t";"yes."
"v";"g";28,33;"t";11;"b";"f";70;0,0005;0;"u";2,28;"t";"W";"f";700000;0;"g";0;"t";"f";"yes."
"v";"g";19,5;"f";0,04;"a";"f";380;0,0000165;0;"u";4,34;"t";"q";NA;3800000;0;"g";0;"f";"f";"no."
"v";"g";34,08;"f";0,125;"b";"f";443;0,00065;0;"u";2,81;"t";"aa";"f";4430000;0;"g";0;"t";"f";"no."
"v";"g";52,42;"f";3,75;"b";"f";0;0,00015;0;"u";3,37;"t";"d";"f";0;350;"g";0;"f";"f";"no."
"bb";"g";37,5;"f";0,25;"b";"f";164;0,000175;0;"y";4,71;"t";"c";"f";1640000;400;"p";0;"t";"f";"no."
"n";"g";21,42;"f";0,75;"b";"f";132;0,000075;0;"y";2,89;"t";"r";"f";1320000;2;"p";1;"f";"f";"no."
"dd";"g";20,83;"f";1;"a";"f";260;0,00005;0;"y";3,18;"f";"e";"f";2600000;0;"p";0;"f";"f";"no."
"v";"g";31,83;"f";0,04;"b";"f";0;0,000004;0;"y";4,62;"f";"m";NA;0;0;"p";0;"f";"f";"no."
"v";"g";42,83;"f";13,875;"b";"t";352;0,000125;1;"u";3,25;"t";"m";"t";3520000;112;"g";1;"f";"f";"no."
"ff";"g";32,25;"f";0;"b";"t";160;0,0014;2;"y";2,9;"f";"ff";"t";1600000;1;"p";1;"f";"f";"no."
"v";"g";40,92;"f";0,5;"b";"f";130;0,00005;0;"y";4,46;"t";"m";NA;1300000;0;"p";1;"f";"f";"no."
"ff";"g";25,25;"f";2;"a";"t";200;0,00135;1;"y";2,89;"t";"ff";NA;2000000;1;"p";1;"f";"f";"no."
"h";"g";23,58;"f";0,085;"b";"f";220;0,0000835;0;"u";4,72;"t";"i";NA;2200000;5;"g";1;"f";"f";"no."
"v";"g";38,42;"f";0,375;"b";"t";225;0,0000705;2;"u";3,02;"f";"c";NA;2250000;500;"g";1;"f";"f";"no."
"v";"g";23,58;"f";0,415;"a";"t";200;0,000083;1;"u";3,9;"t";"q";NA;2000000;11;"g";0;"f";"f";"no."
"v";"g";20;"f";0,5;"b";"f";0;0,0007;0;"u";0,64;"f";"c";"f";0;0;"g";1;"f";"f";"no."
"v";"g";20,08;"f";0;"a";"f";0;0,000125;0;"u";1,92;"f";"c";NA;0;0;"g";1;"f";"f";"no."
"v";"g";24,08;"f";0,085;"b";"t";254;0,0000875;4;"u";6,62;"f";"m";"t";2540000;1950;"g";0;"f";"f";"no."
"v";"g";NA;"f";0,25;"b";"f";380;0,0000625;0;"u";4,18;"f";"k";NA;3800000;2010;"g";1;"f";"f";"no."
"dd";"g";24,42;"f";0,165;"b";"t";320;0,0002;2;"u";4,48;"f";"e";"t";3200000;1300;"g";1;"f";"f";"no."
"v";"s";23,08;"f";1;"b";"t";0;0;11;"u";3,6;"f";"k";"t";0;0;"g";1;"f";"f";"no."
"ff";"g";19;"f";0;"b";"t";45;0;4;"y";3,31;"f";"ff";NA;450000;1;"p";0;"f";"f";"no."
"v";"g";34,08;"f";1;"b";"f";460;0,00025;0;"u";0,64;"f";"c";NA;4600000;16;"g";1;"f";"f";"no."
"bb";"g";30,08;"f";0,5;"b";"t";132;0,000104;10;"y";3,44;"t";"i";"t";1320000;28;"p";1;"f";"t";"no."
"h";"g";27,83;"f";5,75;"b";"t";75;0,0004;2;"y";2,82;"t";"i";"t";750000;0;"p";1;"f";"t";"no."
"v";"g";47,33;"f";1;"b";"f";0;0,00065;0;"u";4,7;"t";"c";NA;0;228;"g";1;"f";"f";"no."
"h";"g";20,67;"f";1,375;"b";"t";140;0,000125;3;"y";2,91;"t";"c";NA;1400000;210;"p";1;"f";"t";"no."
"v";"g";25,42;"f";1,29;"a";"t";200;0,0001125;2;"u";4,72;"f";"q";NA;2000000;0;"g";1;"f";"t";"no."
"v";"g";28,67;"f";0,125;"b";"f";0;0,00145;0;"u";4,06;"f";"d";NA;0;286;"g";0;"f";"f";"no."
"v";"g";41,58;"f";0,665;"a";"f";240;0,000104;0;"u";4,06;"f";"aa";"f";2400000;237;"g";0;"f";"f";"no."
"v";"g";20,83;"f";0,165;"a";"f";0;0,00085;0;"u";2,59;"f";"c";NA;0;351;"g";1;"f";"f";"no."
"bb";"g";42,75;"f";1;"b";"f";0;0,0003;0;"u";1,42;"f";"i";"f";0;200;"g";0;"t";"f";"no."
"bb";"s";33,58;"f";4;"b";"f";420;0,000025;0;"u";3,77;"t";"i";NA;4200000;0;"g";1;"f";"f";"no."
"v";"g";20,42;"f";1,5;"b";"f";108;0,0001085;0;"u";3,78;"f";"q";NA;1080000;7;"g";1;"f";"f";"no."
"v";"g";22,5;"f";1,5;"b";"f";0;0,00115;0;"y";1,79;"t";"m";"f";0;4000;"p";0;"f";"f";"no."
"v";"g";38,92;"f";0,5;"b";"f";300;0,000175;0;"u";3,24;"t";"k";NA;3000000;2;"g";1;"f";"f";"no."
"ff";"g";26,83;"f";0;"b";"f";100;0,000054;0;"u";2,98;"f";"k";"f";1000000;0;"g";0;"f";"f";"no."
"v";"g";17,92;"f";0,04;"b";"f";280;0,0000205;0;"u";3,37;"f";"aa";"f";2800000;750;"g";1;"f";"f";"no."
"v";"g";25,42;"f";0,165;"b";"t";272;0,000054;1;"u";2,63;"f";"W";"t";2720000;444;"g";0;"f";"f";"no."
"h";"g";26,92;"t";5;"a";"t";0;0,00135;2;"u";3,02;"f";"q";NA;0;5000;"g";0;"t";"f";"yes."
"v";"g";27,67;"t";5,75;"b";"f";487;0,001375;0;"u";2,12;"t";"W";NA;4870000;500;"g";0;"t";"f";"yes."
"v";"g";38,67;"t";0,085;"b";"f";280;0,000021;0;"u";4,34;"t";"k";"f";2800000;0;"g";0;"t";"f";"yes."
"v";"g";32,17;"t";1,085;"a";"t";120;0,000146;16;"u";2,84;"f";"W";NA;1200000;2079;"g";1;"f";"t";"yes."
"h";"g";32,67;"t";5,5;"b";"t";408;0,00055;12;"u";2,66;"t";"q";"t";4080000;1000;"g";0;"t";"f";"yes."
"h";"g";48,75;"t";12,5;"b";"t";181;0,00085;9;"u";4;"f";"c";"t";1810000;1655;"g";1;"f";"t";"yes."
"v";"g";21;"t";2,25;"b";"t";80;0,000479;1;"y";3,21;"t";"W";NA;800000;300;"p";0;"t";"f";"yes."
"h";"g";48,17;"t";15,5;"b";"t";0;0,0007625;12;"u";2,87;"f";"W";NA;0;790;"g";1;"f";"t";"yes."
"h";"g";39,33;"t";10;"b";"t";399;0,0005875;14;"u";4,66;"t";"cc";"t";3990000;0;"g";1;"f";"t";"yes."
"v";"g";25,08;"t";0,25;"a";"f";370;0,000254;0;"y";4,31;"t";"aa";NA;3700000;0;"p";1;"f";"t";"yes."
"bb";"g";23,25;"t";0,25;"b";"f";160;0,0004;0;"u";2,12;"t";"c";NA;1600000;0;"g";1;"f";"t";"yes."
"v";"g";30,67;"t";2;"a";"t";220;0,0012;1;"u";2,75;"f";"c";NA;2200000;19;"g";1;"f";"t";"yes."
"bb";"s";19,17;"t";0;"b";"f";500;0;0;"y";4,3;"t";"m";NA;5000000;1;"p";1;"f";"f";"yes."
"v";"g";20,08;"t";1;NA;"t";240;0,0000125;1;"u";1,66;"f";"q";"t";2400000;768;"g";1;"f";"f";"yes."
"h";"g";36,67;"t";9;"b";"f";102;0,000325;0;"u";2,2;"t";"q";NA;1020000;639;"g";1;"f";"t";"yes."
"h";"g";23,17;"t";0,46;"b";"t";100;0,0011125;1;"u";2,15;"f";"x";"t";1000000;0;"g";0;"t";"f";"yes."
"h";"g";15,83;"t";1,5;"a";"t";100;0,0000585;2;"u";2,18;"f";"c";"t";1000000;0;"g";1;"f";"t";"yes."
"v";"g";16,08;"t";1,75;"b";"t";352;0,000075;5;"u";2,04;"t";"c";"t";3520000;690;"g";1;"f";"t";"yes."
